# File: Vestas Climate Library time series data
# Disclaimer: Please be aware that the climate data provided here is derived from numerical models, which have inherent uncertainties and limitations. 
#             The data should be used with caution, considering the model's resolution, potential biases, and uncertainties. 
#             Expert consultation, thorough validation, and an understanding of the data's quality are essential for responsible use and decision-making. 
#             Vestas does not assume any responsibilities for the values contained in the VCL data and any calculations or assumptions that may be derived from them.
# License: Vestas Wind Systems A/S
#
# Created: 2023-12-06 19:15:08
# Location (WGS84):
# Requested minimum longitude [decimal degrees E]: 33.34
# Requested minimum latitude [decimal degrees N]: 26.22639
# Requested maximum longitude [decimal degrees E]: 34.36959
# Requested maximum latitude [decimal degrees N]: 27.05463
#
xlat,xlong,swdown_avg,t2_avg,tkepbl_avg_30.0,wsp_avg_30.0,t2_max,sst_min
26.952728,33.389526,277.249392,293.785300,0.5178071872,7.8082249847,314.72,0.00
26.484264,34.341614,262.845852,298.278186,0.2922837057,8.4055136441,306.98,294.23
26.920399,33.446930,277.185387,294.913491,0.6195851545,9.1388296161,314.70,0.00
27.006344,33.700836,270.671031,297.497246,0.4920226902,7.6061450636,318.56,0.00
26.458508,34.034180,267.506582,297.723229,0.4312739443,6.9650510853,317.82,0.00
26.844975,33.377441,275.794978,295.568781,0.5097309166,7.2951137660,316.95,0.00
26.677620,33.724365,271.753546,297.080395,0.5194523960,7.4930690803,318.13,0.00
26.430340,34.335266,262.948099,298.272499,0.2836616413,8.2443080343,307.71,294.19
26.683098,33.664032,273.462636,296.300405,0.4960317267,7.0056771600,317.07,0.00
26.601643,33.959381,267.488753,298.108699,0.4562933312,7.2129064408,318.24,0.00
26.259853,33.524902,274.238915,295.862174,0.4319070777,6.2550630191,317.73,0.00
26.903534,33.933228,268.085414,297.913260,0.4838284908,8.2106923418,317.07,0.00
26.623997,33.413635,275.367373,295.812286,0.4302387042,6.5208331126,318.01,0.00
26.625793,33.992615,266.194585,298.127373,0.4389023407,7.3683351342,318.83,0.00
26.596756,33.715149,270.966848,296.884764,0.4826083697,5.9172716434,318.51,0.00
26.703850,34.032135,263.310893,298.426201,0.2936963713,8.4440030729,308.73,294.22
26.367310,33.841125,269.752964,297.585876,0.4237176550,5.9852779103,319.24,0.00
26.311085,33.561066,273.782481,296.182985,0.4334607286,5.8253131487,318.27,0.00
26.480679,33.793243,270.530757,297.270046,0.4131080301,6.4717093332,317.99,0.00
26.952496,33.694702,270.655294,297.044019,0.4868833701,7.3933501559,317.33,0.00
26.928303,33.661438,271.124302,297.059977,0.4730868243,6.8770896613,317.64,0.00
26.513157,33.736053,272.213912,296.211402,0.4827822449,7.0324271974,316.93,0.00
26.247276,34.252991,263.532429,297.806513,0.2128407756,7.0002777666,309.27,294.01
26.826019,33.588776,275.038185,295.000223,0.5456634074,8.3813571664,314.74,0.00
26.248924,33.645233,273.271435,296.075263,0.4132271407,4.6206740454,317.72,0.00
26.648251,33.446808,275.706259,295.500512,0.4289670699,6.4943998199,317.36,0.00
26.370056,33.811035,270.125652,297.641682,0.4334393043,6.1445167597,319.23,0.00
26.631351,33.932343,266.737527,298.829832,0.5343241660,8.0564965027,318.26,0.00
27.040916,33.918579,262.739665,297.752591,0.2266849420,7.6487431342,310.58,294.30
26.278648,33.618195,273.017686,296.156554,0.4127229520,4.4600546391,318.28,0.00
26.695446,34.122620,263.128651,298.300692,0.3158118228,8.7741763772,308.75,294.21
26.782654,33.766815,271.187367,297.670594,0.6866816466,9.7552716777,317.33,0.00
26.989830,33.882141,267.933577,297.883169,0.4748251178,7.9332945412,316.76,0.00
26.543842,34.287720,262.968633,298.282098,0.3019165945,8.5478812325,307.23,294.19
26.560722,34.106934,263.359188,298.215191,0.2708890846,7.8659668071,307.69,294.14
26.687031,34.213074,262.863425,298.265997,0.3179678477,8.8615528130,307.03,294.20
26.684212,34.243225,262.781717,298.265648,0.3163192624,8.8460699957,306.47,294.20
26.973927,33.758209,270.379852,297.564140,0.4684568265,7.4787096920,317.41,0.00
26.708336,34.276550,262.633777,298.251033,0.3132054560,8.8304705151,307.68,294.23
26.286831,33.527924,274.225429,296.008686,0.4345341841,6.1647273171,317.71,0.00
26.514065,34.314667,262.894280,298.281135,0.2970938236,8.4748653860,307.49,294.21
26.649960,34.025879,263.361507,298.415926,0.2762518714,7.9620715976,312.05,294.22
27.017258,33.579956,272.505551,296.534406,0.6183887660,8.4054295369,316.75,0.00
26.875561,34.235168,262.139384,298.186361,0.3030456583,8.7532930469,308.14,294.24
26.911835,33.842651,269.922302,297.903963,0.5020680548,7.9385894247,317.08,0.00
26.378593,33.416595,275.219243,295.853811,0.4120119803,6.1910586060,317.92,0.00
26.239967,34.039337,269.731697,296.509788,0.3986735826,5.7680378767,319.34,0.00
26.971195,33.788422,270.210116,297.385287,0.4599861526,7.4624729668,317.09,0.00
26.295525,34.319458,263.142673,298.170532,0.2583058185,7.7451320470,307.95,294.12
26.818027,33.374420,275.289589,295.090732,0.5000531304,7.0036151595,316.61,0.00
26.573616,34.260742,263.010790,298.282903,0.3067033412,8.6220738582,306.96,294.17
26.315277,34.108887,268.415265,297.608742,0.4392010905,7.1279131172,318.01,0.00
26.372818,33.780945,270.555090,297.489636,0.4278794052,5.6713497235,319.19,0.00
26.318878,33.774780,271.076383,296.679388,0.4241478658,5.0971467655,317.91,0.00
27.038124,33.948792,262.647962,297.835671,0.2428249299,7.7957479959,309.16,294.30
26.979656,33.392548,276.774149,293.694078,0.5022218439,7.5295369420,314.15,0.00
26.538162,34.347961,262.716580,298.272441,0.2993357750,8.5457695038,307.30,294.25
26.917686,33.477112,276.328321,295.242861,0.6352660784,8.9924742903,314.83,0.00
26.688583,33.603699,275.265558,296.129584,0.4643910422,6.9274158957,317.27,0.00
26.234360,34.099487,268.696909,297.417966,0.4513997294,7.2600415825,318.94,0.00
26.557915,34.137054,263.307080,298.257673,0.2825060955,8.1118713664,307.15,294.15
26.609005,34.173462,263.213433,298.288175,0.3090710618,8.6134645554,307.02,294.17
26.555107,34.167206,263.307900,298.275686,0.2912406688,8.2833419606,307.03,294.15
26.265255,33.464722,274.749161,296.084796,0.4372836172,6.5495067323,318.17,0.00
26.914581,33.812439,270.143683,297.590184,0.4747783263,7.4997307731,317.07,0.00
26.925571,33.691620,270.453592,297.241810,0.4650359268,6.8451155870,317.73,0.00
26.533756,34.103790,263.378446,298.152603,0.2506098479,7.5335439916,307.80,294.13
26.268574,34.316284,263.201170,298.128471,0.2509690203,7.6006755384,307.73,294.10
26.385956,33.934540,269.690194,296.472029,0.4414159489,6.9532745977,318.03,0.00
26.896164,33.413696,276.813448,295.415826,0.5621400245,8.2544515600,316.19,0.00
27.030529,33.734131,270.392157,297.635223,0.4760760096,7.6834776965,317.98,0.00
26.946239,34.060272,262.557454,298.086789,0.2868186452,8.5056436580,311.92,294.26
26.252899,34.192841,267.584951,297.542564,0.3907802578,7.0172611685,319.05,0.00
26.818890,34.259033,262.292861,298.212910,0.3076221573,8.8042103614,307.35,294.24
26.758743,33.428741,275.281699,295.210371,0.4477067885,6.0962026484,317.30,0.00
26.839584,33.437836,276.219261,295.302985,0.5467125316,7.9047558085,315.95,0.00
26.274231,34.256134,263.443099,297.909040,0.2252223405,7.1943399843,307.26,294.03
26.351608,33.413574,274.770191,295.997339,0.4225974319,6.1761296268,318.14,0.00
26.893467,33.443878,276.570543,294.821741,0.5880135626,8.3488924233,315.25,0.00
26.665722,34.149628,263.158996,298.295668,0.3163975823,8.7635826984,307.16,294.19
26.259407,33.828796,271.409253,296.310376,0.4030108788,5.4332800544,317.33,0.00
26.918091,34.362244,261.459744,298.207023,0.2930348331,8.6286771696,307.70,294.35
26.998489,33.486237,277.771581,290.592885,0.4136691913,5.7226739130,310.31,0.00
26.271400,34.286224,263.320599,298.044047,0.2413916006,7.4217990711,307.14,294.06
26.303059,33.347351,273.529812,296.531120,0.4309101539,6.1308263125,319.59,0.00
26.594318,33.440765,275.226261,295.706649,0.4205530129,6.2242070602,318.39,0.00
26.269722,34.012390,269.001670,296.929683,0.3916921950,5.4592355327,320.02,0.00
26.671322,34.089325,263.244512,298.359925,0.3078777843,8.5733108068,309.00,294.20
26.248314,33.949127,271.041405,297.025015,0.3930538679,6.0093509805,319.36,0.00
26.955246,33.664490,270.943657,297.098961,0.4914811636,7.3211857162,317.69,0.00
26.414692,34.211700,263.342297,298.207979,0.2569655073,7.6712165489,308.10,294.09
26.820564,33.649170,273.255711,295.591502,0.5341035369,8.2133777856,315.86,0.00
26.485455,34.037292,267.290688,297.709732,0.4163280100,6.8371895779,318.28,0.00
26.466854,33.943848,268.593600,297.309341,0.3996986746,6.4060099151,317.38,0.00
26.550495,33.923035,268.813411,297.704589,0.4314268176,6.6598755215,317.90,0.00
26.243446,33.705414,272.614458,296.010233,0.4158028900,5.1002491715,317.46,0.00
26.453712,33.790161,270.961360,296.833320,0.4326049656,6.8307402415,317.41,0.00
26.675190,33.449829,276.118573,295.189188,0.4225464754,6.3204374798,316.79,0.00
27.024212,34.099915,262.050498,298.056235,0.2840899360,8.4674070114,309.53,294.26
26.682476,33.968689,263.335607,298.894046,0.2818179690,8.2549595074,312.62,285.81
26.770653,34.192352,262.732825,298.230909,0.3157632254,8.8969825902,307.81,294.22
26.603374,34.233765,263.043583,298.282333,0.3111554900,8.6931458963,307.07,294.17
26.354321,33.383484,274.178386,296.155039,0.4225974482,6.1629072199,318.67,0.00
26.492760,34.251282,263.124593,298.289338,0.2897027632,8.2927371237,307.28,294.13
26.938744,33.845734,269.607391,297.808352,0.4938727305,7.9007734259,317.00,0.00
26.842987,34.292358,262.008814,298.200242,0.3028703251,8.7479830995,307.24,294.28
26.435246,33.392517,276.126556,296.464383,0.3978907859,6.1257481598,318.49,0.00
26.275902,33.648285,272.866219,296.141792,0.4092523981,4.2791038780,318.08,0.00
26.454090,33.485901,274.825799,295.565284,0.4110626078,5.2773029622,317.23,0.00
26.470181,33.609436,272.735018,296.214977,0.4146930407,5.5076618810,318.78,0.00
26.984882,33.637329,271.419259,297.322106,0.5280584847,7.7214180274,317.76,0.00
26.949768,33.724915,270.243859,297.526375,0.4781827186,7.3705963236,317.73,0.00
26.491688,33.672729,273.030822,295.844559,0.4762940477,7.1057852166,317.23,0.00
26.664364,33.570496,275.786159,296.146645,0.4461974178,6.6220105082,317.92,0.00
26.976673,33.727997,270.627531,297.534081,0.4868787922,7.6159553028,317.73,0.00
26.824516,34.198669,262.556076,298.205609,0.3102759023,8.8472498201,307.76,294.23
26.441666,34.214844,263.295325,298.251871,0.2668765875,7.8581088988,307.91,294.11
27.044197,33.583008,272.355074,296.006294,0.5742917338,8.1307539010,316.75,0.00
27.031418,34.314575,261.335840,298.204710,0.2863257012,8.5208265640,306.66,294.31
26.864254,34.355896,261.657389,298.203038,0.2970164429,8.6760970446,308.23,294.34
26.574688,33.956268,268.410975,297.881559,0.4340967537,6.9296378311,317.92,0.00
26.374817,34.054932,268.007734,298.073260,0.4814224441,7.7465392844,317.93,0.00
26.906822,33.597961,274.161334,294.911006,0.4753131457,6.9412266781,314.67,0.00
26.776260,34.132019,262.883266,298.209545,0.3134695941,8.8542845415,308.69,294.22
26.411884,34.241821,263.269055,298.233263,0.2670057508,7.8749295391,307.98,294.09
26.434307,34.000946,268.664137,296.992598,0.4126850745,6.7285759082,316.70,0.00
26.857063,34.141449,262.653693,298.177667,0.3070333219,8.8145863992,307.82,294.24
26.767853,34.222534,262.632867,298.234642,0.3144796773,8.8785860609,307.98,294.22
26.539371,34.043549,266.668261,297.439795,0.3828809148,6.7433877829,318.22,0.00
26.640114,33.537292,275.197902,295.865289,0.4426682112,6.4212652022,317.58,0.00
26.874603,33.350250,276.302173,294.345546,0.5630873860,8.1962728056,314.84,0.00
27.026997,34.069672,262.175808,298.048464,0.2813404260,8.4236732391,309.51,294.27
26.457321,34.338440,262.872321,298.276681,0.2880810049,8.3263791859,307.66,294.21
26.866215,33.745880,272.398256,295.119635,0.4923468124,7.6370798523,314.42,0.00
26.718231,33.576599,275.682625,296.037191,0.4865827150,7.3257870116,316.92,0.00
26.822746,33.923920,268.218611,298.932654,0.5601660325,8.7450820793,317.67,0.00
26.884884,33.839539,270.170325,298.165993,0.5328439484,8.1520503371,317.23,0.00
26.998112,33.791504,270.013464,297.432243,0.4627428095,7.6019702337,317.02,0.00
27.051956,33.797668,269.077842,297.690455,0.4525517913,7.5383139696,317.39,0.00
26.278076,33.922119,271.943166,296.848672,0.4692066418,5.9636834878,318.99,0.00
26.851456,34.201813,262.404032,298.192487,0.3070835874,8.8095248499,308.01,294.24
26.262562,33.494812,274.645033,295.975855,0.4330415292,6.4388992840,317.97,0.00
26.986073,34.217590,261.698933,298.137069,0.2908812170,8.5780291011,306.91,294.26
26.456814,33.455780,275.707321,295.164384,0.4027221906,5.4265178451,316.65,0.00
26.496578,33.916809,268.902021,297.480359,0.4026576104,6.1135220366,317.94,0.00
26.650940,33.416656,275.687825,295.574660,0.4325257047,6.5575666289,317.51,0.00
26.793625,33.646118,274.451987,294.812511,0.5656752897,8.7070095815,314.35,0.00
26.245537,33.979187,270.954646,296.922280,0.4474000945,5.5314362168,320.01,0.00
26.904095,33.628143,272.908607,295.827246,0.4706030635,6.8201362155,315.88,0.00
26.280861,33.892059,271.347556,296.928120,0.3899003151,5.4252731345,318.59,0.00
27.005669,34.006104,262.533781,297.990666,0.2698267447,8.1975340720,309.70,294.28
26.660088,34.209930,262.980632,298.274598,0.3171336450,8.8200081143,306.59,294.19
26.363602,34.175323,263.483773,297.855870,0.2125803702,7.0059602730,308.15,294.07
26.335331,33.594208,273.676150,296.291457,0.4343199551,6.0843258885,318.08,0.00
26.526829,33.585388,273.472073,295.774847,0.4116718389,5.2794433747,318.42,0.00
26.434998,33.696747,271.759677,297.302240,0.4987512925,7.2336768922,318.63,0.00
26.296700,34.015503,268.199854,297.133490,0.4155035262,6.0461472751,320.05,0.00
26.871037,33.990509,266.993206,297.529008,0.4605320810,8.0814201728,315.49,0.00
26.417526,34.181610,263.412894,298.155516,0.2422590226,7.3867972803,308.24,294.09
26.618225,33.778503,270.069507,297.588290,0.5116917160,7.2325299974,318.92,0.00
26.310593,33.865051,270.925666,297.382839,0.3916787282,4.6048716294,318.87,0.00
26.578037,33.621643,272.632642,295.864766,0.4282415246,4.7278396282,318.71,0.00
26.672504,33.480011,276.138820,295.409452,0.4374227133,6.5832659766,317.04,0.00
26.226891,33.885864,270.500628,297.722983,0.4454632586,6.6203487884,319.12,0.00
26.766666,33.643036,274.544512,296.517065,0.6108192872,9.2664140798,316.04,0.00
26.627495,34.267059,262.890187,298.274276,0.3123769488,8.7540748811,306.88,294.20
26.926586,34.271667,261.723728,298.177588,0.2960663274,8.6579179424,309.00,294.27
26.694012,33.543365,275.733583,296.019365,0.4810563939,7.1539882130,317.34,0.00
26.731510,33.730499,271.281671,297.043958,0.5502469031,7.7128625684,317.97,0.00
26.793781,33.341217,274.695985,295.105463,0.5377421151,7.6626512651,315.96,0.00
26.836880,33.468018,275.545574,295.568222,0.5349387103,7.6120642698,316.52,0.00
26.600555,34.263885,262.935649,298.279315,0.3100764197,8.6969618978,306.93,294.18
26.270676,33.404541,274.044280,296.414148,0.4423282062,6.5697804047,318.89,0.00
26.712189,33.941650,265.244448,299.298791,0.5694292874,8.7141912053,319.24,0.00
26.617424,34.083069,263.320382,298.289360,0.2882918350,8.1931460787,309.39,294.17
26.888039,33.504303,275.553418,294.885481,0.5386369297,7.6703731236,315.71,0.00
26.967583,34.123840,262.264577,298.113327,0.2927202759,8.6043569156,308.78,294.26
26.264122,34.072540,268.725027,296.773048,0.4225899605,6.7274362743,318.95,0.00
26.876591,33.930115,268.198335,298.235315,0.5165919379,8.4277321632,316.60,0.00
26.736340,33.974915,263.383656,298.794652,0.3003210976,8.4544095549,312.66,286.07
27.030823,33.428833,275.685065,294.363331,0.4156682701,6.3238178304,314.52,0.00
27.022278,33.824829,269.246372,297.595220,0.4601675928,7.7148068161,317.03,0.00
26.807228,33.495178,275.679036,295.033842,0.4712773384,6.7305949196,316.61,0.00
26.512398,34.040436,266.939178,297.467448,0.3989061933,6.6934176866,318.40,0.00
26.525349,34.194183,263.281892,298.281541,0.2878852904,8.2358050758,307.14,294.14
26.753353,33.489105,275.946609,295.048423,0.4581301654,6.6558657519,316.58,0.00
26.895893,33.718750,270.652560,296.777191,0.4571553216,6.3038963724,316.90,0.00
26.645950,34.360657,262.393294,298.246511,0.3054283892,8.7069698156,306.29,294.31
26.658886,33.630798,274.196341,296.037387,0.4555312802,6.5336321666,317.18,0.00
26.251095,33.919037,270.975661,297.427934,0.4015141857,6.2204770954,319.31,0.00
26.289536,33.497833,274.828246,296.124627,0.4419629011,6.6388532568,317.74,0.00
26.615868,33.504089,275.272907,295.493657,0.4339691614,6.3573367018,317.62,0.00
26.553802,33.588440,273.422581,295.729061,0.4159913541,5.1183209332,318.29,0.00
26.916534,34.087341,262.577808,298.123410,0.2951868058,8.6409297073,309.19,294.25
26.376431,34.328949,263.048604,298.251495,0.2746930397,8.0721149029,307.84,294.16
26.655525,33.965576,265.800618,298.848079,0.4788499173,7.8603948698,319.22,0.00
26.982170,33.667542,270.818247,297.194660,0.4959356963,7.4953466560,317.75,0.00
26.330040,33.350372,273.431338,296.472744,0.4294639030,6.1058035354,319.43,0.00
26.478329,33.519073,274.010361,295.438500,0.4137259370,5.3279957135,317.53,0.00
26.558815,33.832611,269.520315,297.434966,0.4177683427,5.6685747169,318.75,0.00
26.866524,33.440857,276.493857,294.436397,0.5554406662,7.9447889140,315.03,0.00
26.228748,34.159637,268.520369,297.796648,0.4345951733,7.2024145091,318.37,0.00
26.666588,33.844971,269.696117,297.124150,0.4861974404,7.3744315466,317.71,0.00
26.610451,33.564392,274.435146,295.924662,0.4299657846,5.7948221590,318.18,0.00
26.699066,33.787750,270.347131,297.457164,0.5413736253,7.7121945196,318.20,0.00
26.569798,33.712067,271.584804,296.400357,0.4920988372,5.3934830387,317.66,0.00
26.897984,33.993622,266.869861,297.481016,0.4442551637,8.0653316525,315.47,0.00
26.845806,34.262177,262.154628,298.201125,0.3048207690,8.7722173704,307.37,294.25
26.567955,34.320984,262.773077,298.272614,0.3038656310,8.6165946173,307.09,294.23
26.634670,33.597595,274.167238,295.960693,0.4301849793,5.8611067618,318.31,0.00
26.340332,33.838043,269.959024,297.744606,0.4056494999,5.1380066817,319.37,0.00
26.546658,34.257568,263.072160,298.286212,0.3021564465,8.5284992164,306.93,294.16
26.559238,33.528168,274.622844,295.509186,0.4251208875,5.9653715740,317.63,0.00
26.469627,33.913727,269.214380,296.948401,0.4117335705,6.3588810925,317.23,0.00
26.859879,34.111267,262.731523,298.160799,0.3051854548,8.7790481141,307.89,294.24
26.579250,34.200470,263.196217,298.284039,0.3050519360,8.5513663225,307.29,294.16
26.688030,33.908386,267.050267,298.554958,0.6238604179,8.8820672014,317.54,0.00
26.869919,34.295532,261.871039,298.193017,0.3001774917,8.7155318876,310.14,294.28
26.924892,33.996765,262.822356,297.942985,0.2570900239,8.1495832345,313.45,286.55
26.645538,33.476990,275.611409,295.471009,0.4325938561,6.4664021967,317.37,0.00
26.750629,33.519287,275.981600,295.108104,0.4841372971,7.1827919953,316.50,0.00
26.789143,34.286041,262.269416,298.219738,0.3080208337,8.8013096120,307.45,294.26
26.777565,33.522339,276.014701,294.668370,0.4756332280,7.0217376484,316.24,0.00
26.403389,34.332092,263.025154,298.264548,0.2793027463,8.1601262369,307.67,294.18
26.365017,33.567139,274.243267,295.903263,0.4251234015,5.9817123186,317.85,0.00
26.467457,33.639557,272.695053,296.585315,0.4515976393,6.5798915588,318.78,0.00
26.436035,34.275055,263.151308,298.268263,0.2795884608,8.1291027141,307.21,294.13
26.651630,34.300354,262.701528,298.260145,0.3109384867,8.7678494160,306.62,294.24
26.380398,33.994751,268.748829,297.208818,0.4789790574,7.7447653795,317.37,0.00
26.353420,33.991638,268.564624,297.494457,0.5015508330,7.9953435135,318.66,0.00
26.329853,33.654388,272.312275,296.761611,0.4088481572,4.8303491525,318.68,0.00
26.641571,34.116333,263.228627,298.323341,0.3072101905,8.5542697749,307.52,294.18
27.000866,33.761292,270.280536,297.482503,0.4644685224,7.5516947539,317.29,0.00
26.393360,34.148376,263.551651,297.956876,0.2101771020,6.9863458923,308.37,294.08
26.447300,34.154633,263.379837,298.135858,0.2344857502,7.3017248726,308.41,294.11
26.825493,33.893738,269.309795,299.049764,0.6097215571,9.0172791785,317.48,0.00
26.635963,34.176636,263.143203,298.288292,0.3145508594,8.7260929505,306.81,294.18
26.788406,33.401581,275.033064,295.779949,0.4953457189,6.9980744492,317.43,0.00
26.928505,33.356293,277.511186,293.050283,0.4897377337,7.4008422673,313.83,0.00
27.027775,33.764374,270.032938,297.561006,0.4617937012,7.5861382500,317.39,0.00
26.707317,33.697266,272.274499,296.982180,0.5291651964,7.6258344591,317.72,0.00
26.642822,33.507141,275.455456,295.543915,0.4417915557,6.5060914506,317.44,0.00
26.459240,33.729919,271.582254,297.410161,0.5158285335,7.7065741341,318.03,0.00
26.745190,33.579651,275.235070,295.772191,0.4982864252,7.4715365912,316.32,0.00
26.241615,34.313141,263.304826,298.075449,0.2419896913,7.4330600981,307.23,294.09
26.520771,33.950043,268.408837,297.595652,0.3969340413,6.2082955542,317.68,0.00
26.699810,34.367004,262.212377,298.230923,0.3046063050,8.7280755642,307.34,294.33
26.633141,34.206757,263.072687,298.280844,0.3149434856,8.7568535608,306.78,294.18
26.882614,33.564697,275.804282,293.371541,0.4935503015,7.4635952777,313.32,0.00
26.936485,33.570801,274.180730,295.806143,0.5019491056,7.3114533016,315.43,0.00
26.477932,33.823364,270.578761,297.124671,0.3786663840,5.8230767577,318.31,0.00
26.319214,33.470764,275.541300,295.680767,0.4399635532,6.7019198024,317.10,0.00
26.427521,34.365387,262.823328,298.274708,0.2839856640,8.2686033043,307.66,294.23
26.540989,34.317810,262.851168,298.277309,0.3007688625,8.5514173649,307.10,294.22
26.355141,34.265594,263.284848,298.163467,0.2585837420,7.7503395890,307.38,294.08
26.450092,34.124512,263.418597,298.039132,0.2136570518,7.0435102044,309.54,294.12
26.763306,33.978027,266.150134,298.441409,0.5047739156,8.3947475857,316.26,0.00
26.606209,34.203613,263.128394,298.283981,0.3109775502,8.6688501824,307.11,294.17
26.592064,34.354309,262.550289,298.261036,0.3037386737,8.6479950508,307.03,294.28
26.720966,33.546417,275.772108,295.885278,0.4965740053,7.4103567766,317.00,0.00
26.847500,33.652222,272.869080,295.814128,0.5283585251,8.1979483598,316.02,0.00
26.801800,33.555542,275.362976,294.924570,0.5044823573,7.5508867340,315.77,0.00
26.504017,34.130798,263.358070,298.170026,0.2483906999,7.5431044036,307.41,294.13
27.018612,34.160339,261.833057,298.082518,0.2864934419,8.5087676637,309.59,294.26
26.477051,34.127655,263.372738,298.121100,0.2321917344,7.2613983047,309.16,294.13
26.515198,34.010315,268.050929,297.474941,0.4010613163,6.3810069046,318.03,0.00
26.974262,33.452972,278.059119,290.820272,0.4356355009,6.8721031224,310.32,0.00
26.719578,34.155914,262.974232,298.257315,0.3182464533,8.8689227304,307.96,294.21
26.668510,34.119476,263.175556,298.323080,0.3132781618,8.6878338874,307.78,294.20
26.774376,33.857361,269.652513,298.842541,0.6727557738,9.5839137934,317.87,0.00
26.332020,33.928345,270.851768,296.538942,0.4889057898,5.7813471879,318.85,0.00
26.262180,33.798706,271.381424,296.427405,0.4023254863,5.2433655454,317.55,0.00
26.898624,33.688538,270.926906,296.619310,0.4669571544,6.5434129029,317.05,0.00
26.566315,34.046661,263.455525,298.062346,0.2344270699,7.1387312497,309.23,294.13
26.957359,33.939453,262.931929,297.808275,0.2378221093,7.9192776120,312.04,286.00
26.472912,33.579315,273.163153,295.810179,0.4227755082,5.2250343009,318.15,0.00
26.257118,33.554993,273.921998,295.726082,0.4293590737,5.9666913903,317.75,0.00
26.501202,34.160919,263.346351,298.246460,0.2666741833,7.8394191029,307.32,294.13
26.319672,34.352692,262.971637,298.233205,0.2679558798,7.9449842700,308.16,294.17
26.611816,34.143341,263.248886,298.292920,0.3045910096,8.5172561222,306.94,294.17
27.046909,33.552795,273.045652,295.348775,0.5326604345,7.5303858975,315.87,0.00
26.890751,33.474091,275.749927,294.918705,0.5941873839,8.2349102361,315.44,0.00
26.495560,34.221161,263.225103,298.286907,0.2851104553,8.1943942562,307.39,294.13
26.553268,33.892883,268.890128,297.321868,0.4314674084,6.3186373975,318.27,0.00
26.733566,34.005096,263.303672,298.465473,0.2875530860,8.4434928736,308.96,294.22
26.475639,33.549194,273.692219,295.502675,0.4212198805,5.2195786869,317.63,0.00
26.588898,33.501068,275.278723,295.536094,0.4269007758,6.2714007319,317.80,0.00
26.462982,34.278229,263.096167,298.279776,0.2858790174,8.2447256348,307.28,294.15
26.844105,33.987396,263.123985,298.200879,0.2714853412,8.2639710447,313.59,286.37
26.572559,33.681915,271.762024,296.249997,0.4774935083,5.0213317842,317.95,0.00
26.464062,33.973938,268.168815,297.150034,0.3888372478,6.3593126797,317.02,0.00
26.544937,33.983276,267.818460,297.811568,0.4064416886,6.4773236816,318.40,0.00
26.653641,33.386505,275.180814,295.900854,0.4341812030,6.4266128174,317.86,0.00
26.516148,33.401550,274.791028,295.844663,0.3924587629,4.9008273386,318.53,0.00
26.701042,34.062286,263.261715,298.379589,0.3048641948,8.5829712271,308.45,294.22
26.738083,34.249542,262.605381,298.247603,0.3146369037,8.8624682352,308.01,294.22
26.771618,33.887512,268.729892,299.051767,0.6252706840,9.0208970468,317.81,0.00
26.313366,33.834961,270.278628,297.613495,0.4105998037,4.8333518827,318.90,0.00
26.626461,33.688049,271.609050,296.578230,0.4826104320,6.6298024147,317.96,0.00
26.597721,34.294037,262.835508,298.273269,0.3082634336,8.6870285139,306.88,294.22
26.375896,33.446716,275.254243,295.731571,0.4088762321,6.0160281921,317.68,0.00
26.828747,33.558594,275.426776,295.090387,0.5217376332,7.8967708566,315.62,0.00
26.510395,33.766174,270.994489,297.154906,0.4690462347,6.8815614931,317.95,0.00
26.472393,33.883606,269.454629,296.449083,0.3987874090,5.9750005144,316.97,0.00
26.519707,34.254425,263.109985,298.289388,0.2963762953,8.4172925453,306.51,294.15
26.362297,33.597260,274.002635,295.831809,0.4221164744,5.8512740106,317.70,0.00
26.947330,33.449951,278.210777,292.592905,0.5670057612,8.8468720438,311.34,0.00
26.962898,33.879028,268.665825,297.930437,0.4864138071,7.9711022551,316.55,0.00
27.021412,34.130127,261.951850,298.064884,0.2854858339,8.4914473820,308.91,294.26
26.464901,33.365417,275.548576,296.110764,0.3812718650,5.6913442559,318.58,0.00
26.383812,33.660522,272.136040,296.661537,0.4252450811,5.3331169709,318.75,0.00
26.785709,33.431763,275.290357,295.554409,0.4752962447,6.6233853430,317.37,0.00
26.892403,34.054016,262.768463,298.074275,0.2880596768,8.5195586532,309.57,294.25
26.437935,33.362396,275.823810,296.441006,0.3801911395,5.8290040748,319.07,0.00
26.570065,33.407593,274.869415,295.678738,0.4105215260,5.9380486382,318.21,0.00
26.873802,33.960327,267.960846,297.936932,0.4881023065,8.2690519506,316.02,0.00
26.698269,34.092468,263.182535,298.338542,0.3116411080,8.6935875840,308.63,294.22
26.820721,33.344238,274.714484,295.287803,0.5285662432,7.4458995057,316.37,0.00
26.681389,34.273376,262.729089,298.259905,0.3137681734,8.8195157926,306.66,294.22
26.416248,33.603333,272.946293,296.786309,0.4430665264,5.9542483058,319.04,0.00
26.842289,33.407654,276.116905,295.315269,0.5155430116,7.5119571068,316.55,0.00
26.343494,33.503906,274.882771,295.351916,0.4245621606,6.0479707284,316.82,0.00
27.051128,34.103027,261.945604,298.018253,0.2798686960,8.4054669758,309.63,294.27
26.832932,34.108124,262.862461,298.162476,0.3064316393,8.7846274909,307.93,294.23
